ConductanceBubbleGraph 
t space sac/bip/ica g 
461 -23.3333 bip 0.263257
462 -23.3333 bip 0.259296
463 -23.3333 bip 0.255477
464 -23.3333 bip 0.251793
465 -23.3333 bip 0.248242
466 -23.3333 bip 0.244819
467 -23.3333 bip 0.24152
468 -23.3333 bip 0.238341
469 -23.3333 bip 0.235278
470 -23.3333 bip 0.232328
471 -23.3333 bip 0.229486
472 -23.3333 bip 0.22675
473 -23.3333 bip 0.224115
474 -23.3333 bip 0.221578
475 -23.3333 bip 0.219137
476 -23.3333 bip 0.216787
477 -23.3333 bip 0.214525
478 -23.3333 bip 0.212349
479 -23.3333 bip 0.210256
480 -23.3333 bip 0.208242
481 -23.3333 bip 0.206305
482 -23.3333 bip 0.204443
483 -23.3333 bip 0.202651
484 -23.3333 bip 0.200929
485 -23.3333 bip 0.199274
486 -23.3333 bip 0.197682
487 -23.3333 bip 0.196153
488 -23.3333 bip 0.194683
489 -23.3333 bip 0.19327
490 -23.3333 bip 0.191913
491 -23.3333 bip 0.190608
492 -23.3333 bip 0.189356
493 -23.3333 bip 0.188152
494 -23.3333 bip 0.186996
495 -23.3333 bip 0.185886
496 -23.3333 bip 0.18482
497 -23.3333 bip 0.183797
498 -23.3333 bip 0.182814
499 -23.3333 bip 0.18187
500 -23.3333 bip 0.180965
501 -23.3333 bip 0.180095
502 -23.3333 bip 0.179261
503 -23.3333 bip 0.17846
504 -23.3333 bip 0.177691
505 -23.3333 bip 0.176954
506 -23.3333 bip 0.176246
507 -23.3333 bip 0.175567
508 -23.3333 bip 0.174916
509 -23.3333 bip 0.174291
510 -23.3333 bip 0.173691
511 -23.3333 bip 0.173116
512 -23.3333 bip 0.172565
513 -23.3333 bip 0.172036
514 -23.3333 bip 0.171529
515 -23.3333 bip 0.171043
516 -23.3333 bip 0.170577
517 -23.3333 bip 0.170129
518 -23.3333 bip 0.169701
519 -23.3333 bip 0.16929
520 -23.3333 bip 0.168896
521 -23.3333 bip 0.168518
522 -23.3333 bip 0.168157
523 -23.3333 bip 0.16781
524 -23.3333 bip 0.167477
525 -23.3333 bip 0.167159
526 -23.3333 bip 0.166853
527 -23.3333 bip 0.166561
528 -23.3333 bip 0.166281
529 -23.3333 bip 0.166012
530 -23.3333 bip 0.165755
531 -23.3333 bip 0.165508
532 -23.3333 bip 0.165272
533 -23.3333 bip 0.165046
534 -23.3333 bip 0.164829
535 -23.3333 bip 0.164622
536 -23.3333 bip 0.164423
537 -23.3333 bip 0.164232
538 -23.3333 bip 0.16405
539 -23.3333 bip 0.163875
540 -23.3333 bip 0.163708
541 -23.3333 bip 0.163548
542 -23.3333 bip 0.163395
543 -23.3333 bip 0.163248
544 -23.3333 bip 0.163107
545 -23.3333 bip 0.162973
546 -23.3333 bip 0.162844
547 -23.3333 bip 0.16272
548 -23.3333 bip 0.162602
549 -23.3333 bip 0.162489
550 -23.3333 bip 0.162381
551 -23.3333 bip 0.162278
552 -23.3333 bip 0.162178
553 -23.3333 bip 0.162084
554 -23.3333 bip 0.161993
555 -23.3333 bip 0.161906
556 -23.3333 bip 0.161823
557 -23.3333 bip 0.161743
558 -23.3333 bip 0.161667
559 -23.3333 bip 0.161594
560 -23.3333 bip 0.161524
561 -23.3333 bip 0.161458
562 -23.3333 bip 0.161394
563 -23.3333 bip 0.161333
564 -23.3333 bip 0.161274
565 -23.3333 bip 0.161218
566 -23.3333 bip 0.161165
567 -23.3333 bip 0.161114
568 -23.3333 bip 0.161065
569 -23.3333 bip 0.161018
570 -23.3333 bip 0.160973
571 -23.3333 bip 0.16093
572 -23.3333 bip 0.160889
573 -23.3333 bip 0.16085
574 -23.3333 bip 0.160813
575 -23.3333 bip 0.160777
576 -23.3333 bip 0.160743
577 -23.3333 bip 0.16071
578 -23.3333 bip 0.160678
579 -23.3333 bip 0.160648
580 -23.3333 bip 0.16062
581 -23.3333 bip 0.160592
582 -23.3333 bip 0.160566
583 -23.3333 bip 0.160541
584 -23.3333 bip 0.160517
585 -23.3333 bip 0.160494
586 -23.3333 bip 0.160472
587 -23.3333 bip 0.160451
588 -23.3333 bip 0.160431
589 -23.3333 bip 0.160412
590 -23.3333 bip 0.160394
591 -23.3333 bip 0.160376
592 -23.3333 bip 0.16036
593 -23.3333 bip 0.160344
594 -23.3333 bip 0.160328
595 -23.3333 bip 0.160314
596 -23.3333 bip 0.1603
597 -23.3333 bip 0.160286
598 -23.3333 bip 0.160274
599 -23.3333 bip 0.160261
600 -23.3333 bip 0.16025
601 -23.3333 bip 0.160239
602 -23.3333 bip 0.160228
603 -23.3333 bip 0.160218
604 -23.3333 bip 0.160208
605 -23.3333 bip 0.160199
606 -23.3333 bip 0.16019
607 -23.3333 bip 0.160181
608 -23.3333 bip 0.160173
609 -23.3333 bip 0.160165
610 -23.3333 bip 0.160158
611 -23.3333 bip 0.160151
612 -23.3333 bip 0.160144
613 -23.3333 bip 0.160138
614 -23.3333 bip 0.160132
615 -23.3333 bip 0.160126
616 -23.3333 bip 0.16012
617 -23.3333 bip 0.160115
618 -23.3333 bip 0.160109
619 -23.3333 bip 0.160105
620 -23.3333 bip 0.1601
621 -23.3333 bip 0.160095
622 -23.3333 bip 0.160091
623 -23.3333 bip 0.160087
624 -23.3333 bip 0.160083
625 -23.3333 bip 0.160079
626 -23.3333 bip 0.160076
627 -23.3333 bip 0.160072
628 -23.3333 bip 0.160069
629 -23.3333 bip 0.160066
630 -23.3333 bip 0.160063
631 -23.3333 bip 0.16006
632 -23.3333 bip 0.160057
633 -23.3333 bip 0.160055
634 -23.3333 bip 0.160052
635 -23.3333 bip 0.16005
636 -23.3333 bip 0.160048
637 -23.3333 bip 0.160046
638 -23.3333 bip 0.160044
639 -23.3333 bip 0.160042
640 -23.3333 bip 0.16004
641 -23.3333 bip 0.160038
642 -23.3333 bip 0.160036
643 -23.3333 bip 0.160035
644 -23.3333 bip 0.160033
645 -23.3333 bip 0.160031
646 -23.3333 bip 0.16003
647 -23.3333 bip 0.160029
648 -23.3333 bip 0.160027
649 -23.3333 bip 0.160026
650 -23.3333 bip 0.160025
651 -23.3333 bip 0.160024
652 -23.3333 bip 0.160023
653 -23.3333 bip 0.160022
654 -23.3333 bip 0.160021
655 -23.3333 bip 0.16002
656 -23.3333 bip 0.160019
657 -23.3333 bip 0.160018
658 -23.3333 bip 0.160017
659 -23.3333 bip 0.160016
660 -23.3333 bip 0.160016
661 -23.3333 bip 0.160015
662 -23.3333 bip 0.160014
663 -23.3333 bip 0.160014
664 -23.3333 bip 0.160013
665 -23.3333 bip 0.160012
666 -23.3333 bip 0.160012
667 -23.3333 bip 0.160011
668 -23.3333 bip 0.160011
669 -23.3333 bip 0.16001
670 -23.3333 bip 0.16001
671 -23.3333 bip 0.160009
672 -23.3333 bip 0.160009
673 -23.3333 bip 0.160009
674 -23.3333 bip 0.160008
675 -23.3333 bip 0.160008
676 -23.3333 bip 0.160007
677 -23.3333 bip 0.160007
678 -23.3333 bip 0.160007
679 -23.3333 bip 0.160006
680 -23.3333 bip 0.160006
681 -23.3333 bip 0.160006
682 -23.3333 bip 0.160006
683 -23.3333 bip 0.160005
684 -23.3333 bip 0.160005
685 -23.3333 bip 0.160005
686 -23.3333 bip 0.160005
687 -23.3333 bip 0.160004
688 -23.3333 bip 0.160004
689 -23.3333 bip 0.160004
690 -23.3333 bip 0.160004
691 -23.3333 bip 0.160004
692 -23.3333 bip 0.160004
693 -23.3333 bip 0.160003
694 -23.3333 bip 0.160003
695 -23.3333 bip 0.160003
696 -23.3333 bip 0.160003
697 -23.3333 bip 0.160003
698 -23.3333 bip 0.160003
699 -23.3333 bip 0.160003
700 -23.3333 bip 0.160002
701 -23.3333 bip 0.160002
702 -23.3333 bip 0.160002
703 -23.3333 bip 0.160002
704 -23.3333 bip 0.160002
705 -23.3333 bip 0.160002
706 -23.3333 bip 0.160002
707 -23.3333 bip 0.160002
708 -23.3333 bip 0.160002
709 -23.3333 bip 0.160002
710 -23.3333 bip 0.160002
711 -23.3333 bip 0.160001
712 -23.3333 bip 0.160001
713 -23.3333 bip 0.160001
714 -23.3333 bip 0.160001
715 -23.3333 bip 0.160001
716 -23.3333 bip 0.160001
717 -23.3333 bip 0.160001
718 -23.3333 bip 0.160001
719 -23.3333 bip 0.160001
720 -23.3333 bip 0.160001
721 -23.3333 bip 0.160001
722 -23.3333 bip 0.160001
723 -23.3333 bip 0.160001
724 -23.3333 bip 0.160001
725 -23.3333 bip 0.160001
726 -23.3333 bip 0.160001
727 -23.3333 bip 0.160001
728 -23.3333 bip 0.160001
729 -23.3333 bip 0.160001
730 -23.3333 bip 0.160001
731 -23.3333 bip 0.160001
732 -23.3333 bip 0.160001
733 -23.3333 bip 0.160001
734 -23.3333 bip 0.16
735 -23.3333 bip 0.16
736 -23.3333 bip 0.16
737 -23.3333 bip 0.16
738 -23.3333 bip 0.16
739 -23.3333 bip 0.16
740 -23.3333 bip 0.16
741 -23.3333 bip 0.16
742 -23.3333 bip 0.16
743 -23.3333 bip 0.16
744 -23.3333 bip 0.16
745 -23.3333 bip 0.16
746 -23.3333 bip 0.16
747 -23.3333 bip 0.16
748 -23.3333 bip 0.16
749 -23.3333 bip 0.16
750 -23.3333 bip 0.16
751 -23.3333 bip 0.16
752 -23.3333 bip 0.16
753 -23.3333 bip 0.16
754 -23.3333 bip 0.16
755 -23.3333 bip 0.16
756 -23.3333 bip 0.16
757 -23.3333 bip 0.16
758 -23.3333 bip 0.16
759 -23.3333 bip 0.16
760 -23.3333 bip 0.16
761 -23.3333 bip 0.16
762 -23.3333 bip 0.16
763 -23.3333 bip 0.16
764 -23.3333 bip 0.16
765 -23.3333 bip 0.16
766 -23.3333 bip 0.16
767 -23.3333 bip 0.16
768 -23.3333 bip 0.16
769 -23.3333 bip 0.16
770 -23.3333 bip 0.16
771 -23.3333 bip 0.16
772 -23.3333 bip 0.16
773 -23.3333 bip 0.16
774 -23.3333 bip 0.16
775 -23.3333 bip 0.16
776 -23.3333 bip 0.16
777 -23.3333 bip 0.16
778 -23.3333 bip 0.16
779 -23.3333 bip 0.16
780 -23.3333 bip 0.16
781 -23.3333 bip 0.16
782 -23.3333 bip 0.16
783 -23.3333 bip 0.16
784 -23.3333 bip 0.16
785 -23.3333 bip 0.16
786 -23.3333 bip 0.16
787 -23.3333 bip 0.16
788 -23.3333 bip 0.16
789 -23.3333 bip 0.16
790 -23.3333 bip 0.16
791 -23.3333 bip 0.16
792 -23.3333 bip 0.16
793 -23.3333 bip 0.16
794 -23.3333 bip 0.16
795 -23.3333 bip 0.16
796 -23.3333 bip 0.16
797 -23.3333 bip 0.16
798 -23.3333 bip 0.16
799 -23.3333 bip 0.16
382 -5.83333 bip 0.167675
383 -5.83333 bip 0.270363
384 -5.83333 bip 0.363017
385 -5.83333 bip 0.446371
386 -5.83333 bip 0.521111
387 -5.83333 bip 0.58788
388 -5.83333 bip 0.647277
389 -5.83333 bip 0.699863
390 -5.83333 bip 0.746161
391 -5.83333 bip 0.786659
392 -5.83333 bip 0.821812
393 -5.83333 bip 0.852046
394 -5.83333 bip 0.877756
395 -5.83333 bip 0.899313
396 -5.83333 bip 0.91706
397 -5.83333 bip 0.931317
398 -5.83333 bip 0.942383
399 -5.83333 bip 0.950534
400 -5.83333 bip 0.95603
401 -5.83333 bip 0.959109
402 -5.83333 bip 0.959995
403 -5.83333 bip 0.958893
404 -5.83333 bip 0.955996
405 -5.83333 bip 0.951482
406 -5.83333 bip 0.945514
407 -5.83333 bip 0.938246
408 -5.83333 bip 0.929819
409 -5.83333 bip 0.920362
410 -5.83333 bip 0.909997
411 -5.83333 bip 0.898834
412 -5.83333 bip 0.886976
413 -5.83333 bip 0.874517
414 -5.83333 bip 0.861545
415 -5.83333 bip 0.848138
416 -5.83333 bip 0.83437
417 -5.83333 bip 0.820309
418 -5.83333 bip 0.806015
419 -5.83333 bip 0.791544
420 -5.83333 bip 0.776949
421 -5.83333 bip 0.762275
422 -5.83333 bip 0.747565
423 -5.83333 bip 0.732857
424 -5.83333 bip 0.718186
425 -5.83333 bip 0.703584
426 -5.83333 bip 0.689078
427 -5.83333 bip 0.674694
428 -5.83333 bip 0.660455
429 -5.83333 bip 0.646381
430 -5.83333 bip 0.632488
431 -5.83333 bip 0.618795
432 -5.83333 bip 0.605313
433 -5.83333 bip 0.592054
434 -5.83333 bip 0.57903
435 -5.83333 bip 0.566249
436 -5.83333 bip 0.553717
437 -5.83333 bip 0.541442
438 -5.83333 bip 0.529427
439 -5.83333 bip 0.517677
440 -5.83333 bip 0.506195
441 -5.83333 bip 0.494981
442 -5.83333 bip 0.484038
443 -5.83333 bip 0.473366
444 -5.83333 bip 0.462964
445 -5.83333 bip 0.452831
446 -5.83333 bip 0.442966
447 -5.83333 bip 0.433367
448 -5.83333 bip 0.424031
449 -5.83333 bip 0.414955
450 -5.83333 bip 0.406137
451 -5.83333 bip 0.397572
452 -5.83333 bip 0.389257
453 -5.83333 bip 0.381188
454 -5.83333 bip 0.373361
455 -5.83333 bip 0.365772
456 -5.83333 bip 0.358415
457 -5.83333 bip 0.351286
458 -5.83333 bip 0.344381
459 -5.83333 bip 0.337694
460 -5.83333 bip 0.331221
461 -5.83333 bip 0.324957
462 -5.83333 bip 0.318896
463 -5.83333 bip 0.313034
464 -5.83333 bip 0.307366
465 -5.83333 bip 0.301887
466 -5.83333 bip 0.296592
467 -5.83333 bip 0.291476
468 -5.83333 bip 0.286534
469 -5.83333 bip 0.281761
470 -5.83333 bip 0.277153
471 -5.83333 bip 0.272705
472 -5.83333 bip 0.268412
473 -5.83333 bip 0.264269
474 -5.83333 bip 0.260273
475 -5.83333 bip 0.256419
476 -5.83333 bip 0.252702
477 -5.83333 bip 0.249118
478 -5.83333 bip 0.245663
479 -5.83333 bip 0.242334
480 -5.83333 bip 0.239125
481 -5.83333 bip 0.236033
482 -5.83333 bip 0.233055
483 -5.83333 bip 0.230187
484 -5.83333 bip 0.227424
485 -5.83333 bip 0.224764
486 -5.83333 bip 0.222203
487 -5.83333 bip 0.219738
488 -5.83333 bip 0.217366
489 -5.83333 bip 0.215082
490 -5.83333 bip 0.212885
491 -5.83333 bip 0.210772
492 -5.83333 bip 0.208738
493 -5.83333 bip 0.206782
494 -5.83333 bip 0.204901
495 -5.83333 bip 0.203093
496 -5.83333 bip 0.201354
497 -5.83333 bip 0.199682
498 -5.83333 bip 0.198074
499 -5.83333 bip 0.196529
500 -5.83333 bip 0.195045
501 -5.83333 bip 0.193618
502 -5.83333 bip 0.192247
503 -5.83333 bip 0.19093
504 -5.83333 bip 0.189664
505 -5.83333 bip 0.188449
506 -5.83333 bip 0.187281
507 -5.83333 bip 0.18616
508 -5.83333 bip 0.185083
509 -5.83333 bip 0.184049
510 -5.83333 bip 0.183056
511 -5.83333 bip 0.182103
512 -5.83333 bip 0.181188
513 -5.83333 bip 0.180309
514 -5.83333 bip 0.179466
515 -5.83333 bip 0.178657
516 -5.83333 bip 0.17788
517 -5.83333 bip 0.177135
518 -5.83333 bip 0.17642
519 -5.83333 bip 0.175734
520 -5.83333 bip 0.175076
521 -5.83333 bip 0.174445
522 -5.83333 bip 0.173839
523 -5.83333 bip 0.173258
524 -5.83333 bip 0.172701
525 -5.83333 bip 0.172166
526 -5.83333 bip 0.171654
527 -5.83333 bip 0.171162
528 -5.83333 bip 0.170691
529 -5.83333 bip 0.170239
530 -5.83333 bip 0.169806
531 -5.83333 bip 0.169391
532 -5.83333 bip 0.168993
533 -5.83333 bip 0.168611
534 -5.83333 bip 0.168246
535 -5.83333 bip 0.167895
536 -5.83333 bip 0.167559
537 -5.83333 bip 0.167237
538 -5.83333 bip 0.166929
539 -5.83333 bip 0.166633
540 -5.83333 bip 0.16635
541 -5.83333 bip 0.166078
542 -5.83333 bip 0.165818
543 -5.83333 bip 0.165569
544 -5.83333 bip 0.16533
545 -5.83333 bip 0.165101
546 -5.83333 bip 0.164882
547 -5.83333 bip 0.164673
548 -5.83333 bip 0.164472
549 -5.83333 bip 0.164279
550 -5.83333 bip 0.164095
551 -5.83333 bip 0.163918
552 -5.83333 bip 0.163749
553 -5.83333 bip 0.163587
554 -5.83333 bip 0.163432
555 -5.83333 bip 0.163284
556 -5.83333 bip 0.163142
557 -5.83333 bip 0.163006
558 -5.83333 bip 0.162875
559 -5.83333 bip 0.162751
560 -5.83333 bip 0.162631
561 -5.83333 bip 0.162517
562 -5.83333 bip 0.162408
563 -5.83333 bip 0.162303
564 -5.83333 bip 0.162203
565 -5.83333 bip 0.162107
566 -5.83333 bip 0.162015
567 -5.83333 bip 0.161927
568 -5.83333 bip 0.161843
569 -5.83333 bip 0.161763
570 -5.83333 bip 0.161686
571 -5.83333 bip 0.161612
572 -5.83333 bip 0.161541
573 -5.83333 bip 0.161474
574 -5.83333 bip 0.161409
575 -5.83333 bip 0.161348
576 -5.83333 bip 0.161289
577 -5.83333 bip 0.161232
578 -5.83333 bip 0.161178
579 -5.83333 bip 0.161126
580 -5.83333 bip 0.161077
581 -5.83333 bip 0.161029
582 -5.83333 bip 0.160984
583 -5.83333 bip 0.160941
584 -5.83333 bip 0.160899
585 -5.83333 bip 0.16086
586 -5.83333 bip 0.160822
587 -5.83333 bip 0.160786
588 -5.83333 bip 0.160751
589 -5.83333 bip 0.160718
590 -5.83333 bip 0.160686
591 -5.83333 bip 0.160656
592 -5.83333 bip 0.160627
593 -5.83333 bip 0.160599
594 -5.83333 bip 0.160573
595 -5.83333 bip 0.160547
596 -5.83333 bip 0.160523
597 -5.83333 bip 0.1605
598 -5.83333 bip 0.160478
599 -5.83333 bip 0.160456
600 -5.83333 bip 0.160436
601 -5.83333 bip 0.160417
602 -5.83333 bip 0.160398
603 -5.83333 bip 0.160381
604 -5.83333 bip 0.160364
605 -5.83333 bip 0.160347
606 -5.83333 bip 0.160332
607 -5.83333 bip 0.160317
608 -5.83333 bip 0.160303
609 -5.83333 bip 0.16029
610 -5.83333 bip 0.160277
611 -5.83333 bip 0.160264
612 -5.83333 bip 0.160253
613 -5.83333 bip 0.160241
614 -5.83333 bip 0.16023
615 -5.83333 bip 0.16022
616 -5.83333 bip 0.16021
617 -5.83333 bip 0.160201
618 -5.83333 bip 0.160192
619 -5.83333 bip 0.160183
620 -5.83333 bip 0.160175
621 -5.83333 bip 0.160167
622 -5.83333 bip 0.16016
623 -5.83333 bip 0.160153
624 -5.83333 bip 0.160146
625 -5.83333 bip 0.160139
626 -5.83333 bip 0.160133
627 -5.83333 bip 0.160127
628 -5.83333 bip 0.160121
629 -5.83333 bip 0.160116
630 -5.83333 bip 0.160111
631 -5.83333 bip 0.160106
632 -5.83333 bip 0.160101
633 -5.83333 bip 0.160096
634 -5.83333 bip 0.160092
635 -5.83333 bip 0.160088
636 -5.83333 bip 0.160084
637 -5.83333 bip 0.16008
638 -5.83333 bip 0.160077
639 -5.83333 bip 0.160073
640 -5.83333 bip 0.16007
641 -5.83333 bip 0.160067
642 -5.83333 bip 0.160064
643 -5.83333 bip 0.160061
644 -5.83333 bip 0.160058
645 -5.83333 bip 0.160055
646 -5.83333 bip 0.160053
647 -5.83333 bip 0.160051
648 -5.83333 bip 0.160048
649 -5.83333 bip 0.160046
650 -5.83333 bip 0.160044
651 -5.83333 bip 0.160042
652 -5.83333 bip 0.16004
653 -5.83333 bip 0.160038
654 -5.83333 bip 0.160037
655 -5.83333 bip 0.160035
656 -5.83333 bip 0.160033
657 -5.83333 bip 0.160032
658 -5.83333 bip 0.16003
659 -5.83333 bip 0.160029
660 -5.83333 bip 0.160028
661 -5.83333 bip 0.160026
662 -5.83333 bip 0.160025
663 -5.83333 bip 0.160024
664 -5.83333 bip 0.160023
665 -5.83333 bip 0.160022
666 -5.83333 bip 0.160021
667 -5.83333 bip 0.16002
668 -5.83333 bip 0.160019
669 -5.83333 bip 0.160018
670 -5.83333 bip 0.160017
671 -5.83333 bip 0.160017
672 -5.83333 bip 0.160016
673 -5.83333 bip 0.160015
674 -5.83333 bip 0.160014
675 -5.83333 bip 0.160014
676 -5.83333 bip 0.160013
677 -5.83333 bip 0.160013
678 -5.83333 bip 0.160012
679 -5.83333 bip 0.160011
680 -5.83333 bip 0.160011
681 -5.83333 bip 0.16001
682 -5.83333 bip 0.16001
683 -5.83333 bip 0.160009
684 -5.83333 bip 0.160009
685 -5.83333 bip 0.160009
686 -5.83333 bip 0.160008
687 -5.83333 bip 0.160008
688 -5.83333 bip 0.160008
689 -5.83333 bip 0.160007
690 -5.83333 bip 0.160007
691 -5.83333 bip 0.160007
692 -5.83333 bip 0.160006
693 -5.83333 bip 0.160006
694 -5.83333 bip 0.160006
695 -5.83333 bip 0.160005
696 -5.83333 bip 0.160005
697 -5.83333 bip 0.160005
698 -5.83333 bip 0.160005
699 -5.83333 bip 0.160004
700 -5.83333 bip 0.160004
701 -5.83333 bip 0.160004
702 -5.83333 bip 0.160004
703 -5.83333 bip 0.160004
704 -5.83333 bip 0.160004
705 -5.83333 bip 0.160003
706 -5.83333 bip 0.160003
707 -5.83333 bip 0.160003
708 -5.83333 bip 0.160003
709 -5.83333 bip 0.160003
710 -5.83333 bip 0.160003
711 -5.83333 bip 0.160003
712 -5.83333 bip 0.160002
713 -5.83333 bip 0.160002
714 -5.83333 bip 0.160002
715 -5.83333 bip 0.160002
716 -5.83333 bip 0.160002
717 -5.83333 bip 0.160002
718 -5.83333 bip 0.160002
719 -5.83333 bip 0.160002
720 -5.83333 bip 0.160002
721 -5.83333 bip 0.160002
722 -5.83333 bip 0.160002
723 -5.83333 bip 0.160001
724 -5.83333 bip 0.160001
725 -5.83333 bip 0.160001
726 -5.83333 bip 0.160001
727 -5.83333 bip 0.160001
728 -5.83333 bip 0.160001
729 -5.83333 bip 0.160001
730 -5.83333 bip 0.160001
731 -5.83333 bip 0.160001
732 -5.83333 bip 0.160001
733 -5.83333 bip 0.160001
734 -5.83333 bip 0.160001
735 -5.83333 bip 0.160001
736 -5.83333 bip 0.160001
737 -5.83333 bip 0.160001
738 -5.83333 bip 0.160001
739 -5.83333 bip 0.160001
740 -5.83333 bip 0.160001
741 -5.83333 bip 0.160001
742 -5.83333 bip 0.160001
743 -5.83333 bip 0.160001
744 -5.83333 bip 0.160001
745 -5.83333 bip 0.160001
746 -5.83333 bip 0.16
747 -5.83333 bip 0.16
748 -5.83333 bip 0.16
749 -5.83333 bip 0.16
750 -5.83333 bip 0.16
751 -5.83333 bip 0.16
752 -5.83333 bip 0.16
753 -5.83333 bip 0.16
754 -5.83333 bip 0.16
755 -5.83333 bip 0.16
756 -5.83333 bip 0.16
757 -5.83333 bip 0.16
758 -5.83333 bip 0.16
759 -5.83333 bip 0.16
760 -5.83333 bip 0.16
761 -5.83333 bip 0.16
762 -5.83333 bip 0.16
763 -5.83333 bip 0.16
764 -5.83333 bip 0.16
765 -5.83333 bip 0.16
766 -5.83333 bip 0.16
767 -5.83333 bip 0.16
768 -5.83333 bip 0.16
769 -5.83333 bip 0.16
770 -5.83333 bip 0.16
771 -5.83333 bip 0.16
772 -5.83333 bip 0.16
773 -5.83333 bip 0.16
774 -5.83333 bip 0.16
775 -5.83333 bip 0.16
776 -5.83333 bip 0.16
777 -5.83333 bip 0.16
778 -5.83333 bip 0.16
779 -5.83333 bip 0.16
780 -5.83333 bip 0.16
781 -5.83333 bip 0.16
782 -5.83333 bip 0.16
783 -5.83333 bip 0.16
784 -5.83333 bip 0.16
785 -5.83333 bip 0.16
786 -5.83333 bip 0.16
787 -5.83333 bip 0.16
788 -5.83333 bip 0.16
789 -5.83333 bip 0.16
790 -5.83333 bip 0.16
791 -5.83333 bip 0.16
792 -5.83333 bip 0.16
793 -5.83333 bip 0.16
794 -5.83333 bip 0.16
795 -5.83333 bip 0.16
796 -5.83333 bip 0.16
797 -5.83333 bip 0.16
798 -5.83333 bip 0.16
799 -5.83333 bip 0.16
378 -11.6667 bip 0.176634
379 -11.6667 bip 0.278457
380 -11.6667 bip 0.370308
381 -11.6667 bip 0.452919
382 -11.6667 bip 0.526971
383 -11.6667 bip 0.593103
384 -11.6667 bip 0.651912
385 -11.6667 bip 0.703955
386 -11.6667 bip 0.749751
387 -11.6667 bip 0.789786
388 -11.6667 bip 0.824514
389 -11.6667 bip 0.854356
390 -11.6667 bip 0.879706
391 -11.6667 bip 0.900933
392 -11.6667 bip 0.918377
393 -11.6667 bip 0.932357
394 -11.6667 bip 0.943169
395 -11.6667 bip 0.95109
396 -11.6667 bip 0.956376
397 -11.6667 bip 0.959264
398 -11.6667 bip 0.959976
399 -11.6667 bip 0.958718
400 -11.6667 bip 0.95568
401 -11.6667 bip 0.951038
402 -11.6667 bip 0.944956
403 -11.6667 bip 0.937586
404 -11.6667 bip 0.929068
405 -11.6667 bip 0.919531
406 -11.6667 bip 0.909096
407 -11.6667 bip 0.897871
408 -11.6667 bip 0.88596
409 -11.6667 bip 0.873455
410 -11.6667 bip 0.860443
411 -11.6667 bip 0.847004
412 -11.6667 bip 0.833209
413 -11.6667 bip 0.819126
414 -11.6667 bip 0.804815
415 -11.6667 bip 0.790332
416 -11.6667 bip 0.775728
417 -11.6667 bip 0.76105
418 -11.6667 bip 0.746339
419 -11.6667 bip 0.731632
420 -11.6667 bip 0.716966
421 -11.6667 bip 0.702371
422 -11.6667 bip 0.687874
423 -11.6667 bip 0.673502
424 -11.6667 bip 0.659276
425 -11.6667 bip 0.645216
426 -11.6667 bip 0.63134
427 -11.6667 bip 0.617663
428 -11.6667 bip 0.604199
429 -11.6667 bip 0.59096
430 -11.6667 bip 0.577956
431 -11.6667 bip 0.565195
432 -11.6667 bip 0.552684
433 -11.6667 bip 0.54043
434 -11.6667 bip 0.528438
435 -11.6667 bip 0.51671
436 -11.6667 bip 0.50525
437 -11.6667 bip 0.494059
438 -11.6667 bip 0.483139
439 -11.6667 bip 0.472489
440 -11.6667 bip 0.462109
441 -11.6667 bip 0.451999
442 -11.6667 bip 0.442156
443 -11.6667 bip 0.432579
444 -11.6667 bip 0.423264
445 -11.6667 bip 0.41421
446 -11.6667 bip 0.405413
447 -11.6667 bip 0.39687
448 -11.6667 bip 0.388575
449 -11.6667 bip 0.380527
450 -11.6667 bip 0.37272
451 -11.6667 bip 0.36515
452 -11.6667 bip 0.357812
453 -11.6667 bip 0.350702
454 -11.6667 bip 0.343815
455 -11.6667 bip 0.337146
456 -11.6667 bip 0.330691
457 -11.6667 bip 0.324444
458 -11.6667 bip 0.3184
459 -11.6667 bip 0.312554
460 -11.6667 bip 0.306902
461 -11.6667 bip 0.301439
462 -11.6667 bip 0.296159
463 -11.6667 bip 0.291057
464 -11.6667 bip 0.28613
465 -11.6667 bip 0.281371
466 -11.6667 bip 0.276776
467 -11.6667 bip 0.272341
468 -11.6667 bip 0.268061
469 -11.6667 bip 0.263931
470 -11.6667 bip 0.259946
471 -11.6667 bip 0.256104
472 -11.6667 bip 0.252398
473 -11.6667 bip 0.248825
474 -11.6667 bip 0.245381
475 -11.6667 bip 0.242062
476 -11.6667 bip 0.238863
477 -11.6667 bip 0.235781
478 -11.6667 bip 0.232812
479 -11.6667 bip 0.229953
480 -11.6667 bip 0.227199
481 -11.6667 bip 0.224547
482 -11.6667 bip 0.221994
483 -11.6667 bip 0.219537
484 -11.6667 bip 0.217172
485 -11.6667 bip 0.214896
486 -11.6667 bip 0.212706
487 -11.6667 bip 0.210599
488 -11.6667 bip 0.208572
489 -11.6667 bip 0.206623
490 -11.6667 bip 0.204748
491 -11.6667 bip 0.202945
492 -11.6667 bip 0.201212
493 -11.6667 bip 0.199545
494 -11.6667 bip 0.197943
495 -11.6667 bip 0.196403
496 -11.6667 bip 0.194924
497 -11.6667 bip 0.193501
498 -11.6667 bip 0.192135
499 -11.6667 bip 0.190822
500 -11.6667 bip 0.189561
