ConductanceBubbleGraph 
t space sac/bip/ica g 
522 17.5 sac 0.197334
523 17.5 sac 0.178539
524 17.5 sac 0.161533
525 17.5 sac 0.146146
526 17.5 sac 0.132224
527 17.5 sac 0.119628
528 17.5 sac 0.108232
529 17.5 sac 0.0979207
530 17.5 sac 0.0885918
531 17.5 sac 0.0801516
532 17.5 sac 0.0725154
533 17.5 sac 0.0656066
534 17.5 sac 0.0593561
535 17.5 sac 0.053701
536 17.5 sac 0.0485847
537 17.5 sac 0.0439558
538 17.5 sac 0.0397679
539 17.5 sac 0.035979
540 17.5 sac 0.0325511
541 17.5 sac 0.0294498
542 17.5 sac 0.0266439
543 17.5 sac 0.0241054
544 17.5 sac 0.0218088
545 17.5 sac 0.0197309
546 17.5 sac 0.017851
547 17.5 sac 0.0161503
548 17.5 sac 0.0146115
549 17.5 sac 0.0132194
550 17.5 sac 0.0119599
551 17.5 sac 0.0108204
552 17.5 sac 0.0097895
553 17.5 sac 0.0088568
554 17.5 sac 0.00801296
555 17.5 sac 0.00724952
556 17.5 sac 0.00655882
557 17.5 sac 0.00593392
558 17.5 sac 0.00536856
559 17.5 sac 0.00485707
560 17.5 sac 0.0043943
561 17.5 sac 0.00397563
562 17.5 sac 0.00359685
563 17.5 sac 0.00325416
564 17.5 sac 0.00294412
565 17.5 sac 0.00266361
566 17.5 sac 0.00240983
567 17.5 sac 0.00218024
568 17.5 sac 0.00197251
569 17.5 sac 0.00178458
570 17.5 sac 0.00161455
571 17.5 sac 0.00146072
572 17.5 sac 0.00132155
573 17.5 sac 0.00119564
574 17.5 sac 0.00108172
575 17.5 sac 0.000978662
576 17.5 sac 0.000885419
577 17.5 sac 0.00080106
578 17.5 sac 0.000724738
579 17.5 sac 0.000655688
580 17.5 sac 0.000593217
581 17.5 sac 0.000536698
582 17.5 sac 0.000485563
583 17.5 sac 0.000439301
584 17.5 sac 0.000397446
585 17.5 sac 0.000359579
586 17.5 sac 0.00032532
587 17.5 sac 0.000294325
588 17.5 sac 0.000266283
589 17.5 sac 0.000240912
590 17.5 sac 0.000217959
591 17.5 sac 0.000197193
592 17.5 sac 0.000178405
593 17.5 sac 0.000161408
594 17.5 sac 0.000146029
595 17.5 sac 0.000132116
596 17.5 sac 0.000119529
597 17.5 sac 0.000108141
598 17.5 sac 9.78374e-05
599 17.5 sac 8.85158e-05
600 17.5 sac 8.00824e-05
601 17.5 sac 7.24525e-05
602 17.5 sac 6.55495e-05
603 17.5 sac 5.93042e-05
604 17.5 sac 5.3654e-05
605 17.5 sac 4.8542e-05
606 17.5 sac 4.39172e-05
607 17.5 sac 3.97329e-05
608 17.5 sac 3.59473e-05
609 17.5 sac 3.25224e-05
610 17.5 sac 2.94238e-05
611 17.5 sac 2.66204e-05
612 17.5 sac 2.40841e-05
613 17.5 sac 2.17895e-05
614 17.5 sac 1.97135e-05
615 17.5 sac 1.78353e-05
616 17.5 sac 1.6136e-05
617 17.5 sac 1.45986e-05
618 17.5 sac 1.32077e-05
619 17.5 sac 1.19494e-05
620 17.5 sac 1.08109e-05
621 17.5 sac 9.78085e-06
622 17.5 sac 8.84898e-06
623 17.5 sac 8.00588e-06
624 17.5 sac 7.24311e-06
625 17.5 sac 6.55302e-06
626 17.5 sac 5.92868e-06
627 17.5 sac 5.36382e-06
628 17.5 sac 4.85277e-06
629 17.5 sac 4.39042e-06
630 17.5 sac 3.97212e-06
631 17.5 sac 3.59367e-06
632 17.5 sac 3.25128e-06
633 17.5 sac 2.94151e-06
634 17.5 sac 2.66126e-06
635 17.5 sac 2.4077e-06
636 17.5 sac 2.17831e-06
637 17.5 sac 1.97077e-06
638 17.5 sac 1.783e-06
639 17.5 sac 1.61312e-06
640 17.5 sac 1.45943e-06
641 17.5 sac 1.32038e-06
642 17.5 sac 1.19458e-06
643 17.5 sac 1.08077e-06
644 17.5 sac 9.77797e-07
645 17.5 sac 8.84637e-07
646 17.5 sac 8.00352e-07
647 17.5 sac 7.24098e-07
648 17.5 sac 6.55109e-07
649 17.5 sac 5.92693e-07
650 17.5 sac 5.36224e-07
651 17.5 sac 4.85134e-07
652 17.5 sac 4.38913e-07
653 17.5 sac 3.97095e-07
654 17.5 sac 3.59261e-07
655 17.5 sac 3.25032e-07
656 17.5 sac 2.94065e-07
657 17.5 sac 2.66047e-07
658 17.5 sac 2.407e-07
659 17.5 sac 2.17767e-07
660 17.5 sac 1.97019e-07
661 17.5 sac 1.78248e-07
662 17.5 sac 1.61265e-07
663 17.5 sac 1.459e-07
664 17.5 sac 1.32e-07
665 17.5 sac 1.19423e-07
666 17.5 sac 1.08045e-07
667 17.5 sac 9.77509e-08
668 17.5 sac 8.84376e-08
669 17.5 sac 8.00116e-08
670 17.5 sac 7.23885e-08
671 17.5 sac 6.54916e-08
672 17.5 sac 5.92518e-08
673 17.5 sac 5.36066e-08
674 17.5 sac 4.84991e-08
675 17.5 sac 4.38783e-08
676 17.5 sac 3.96978e-08
677 17.5 sac 3.59156e-08
678 17.5 sac 3.24937e-08
679 17.5 sac 2.93978e-08
680 17.5 sac 2.65969e-08
681 17.5 sac 2.40629e-08
682 17.5 sac 2.17703e-08
683 17.5 sac 1.96961e-08
684 17.5 sac 1.78195e-08
685 17.5 sac 1.61217e-08
686 17.5 sac 1.45857e-08
687 17.5 sac 1.31961e-08
688 17.5 sac 1.19388e-08
689 17.5 sac 1.08013e-08
690 17.5 sac 9.77221e-09
691 17.5 sac 8.84115e-09
692 17.5 sac 7.99881e-09
693 17.5 sac 7.23671e-09
694 17.5 sac 6.54723e-09
695 17.5 sac 5.92344e-09
696 17.5 sac 5.35908e-09
697 17.5 sac 4.84848e-09
698 17.5 sac 4.38654e-09
699 17.5 sac 3.96861e-09
700 17.5 sac 3.5905e-09
701 17.5 sac 3.24841e-09
702 17.5 sac 2.93891e-09
703 17.5 sac 2.65891e-09
704 17.5 sac 2.40558e-09
705 17.5 sac 2.17638e-09
706 17.5 sac 1.96903e-09
707 17.5 sac 1.78143e-09
708 17.5 sac 1.6117e-09
709 17.5 sac 1.45814e-09
710 17.5 sac 1.31922e-09
711 17.5 sac 1.19353e-09
712 17.5 sac 1.07981e-09
713 17.5 sac 9.76933e-10
714 17.5 sac 8.83855e-10
715 17.5 sac 7.99645e-10
716 17.5 sac 7.23458e-10
717 17.5 sac 6.5453e-10
718 17.5 sac 5.92169e-10
719 17.5 sac 5.3575e-10
720 17.5 sac 4.84706e-10
721 17.5 sac 4.38525e-10
722 17.5 sac 3.96744e-10
723 17.5 sac 3.58944e-10
724 17.5 sac 3.24745e-10
725 17.5 sac 2.93805e-10
726 17.5 sac 2.65812e-10
727 17.5 sac 2.40487e-10
728 17.5 sac 2.17574e-10
729 17.5 sac 1.96845e-10
730 17.5 sac 1.7809e-10
731 17.5 sac 1.61122e-10
732 17.5 sac 1.45771e-10
733 17.5 sac 1.31883e-10
734 17.5 sac 1.19318e-10
735 17.5 sac 1.0795e-10
736 17.5 sac 9.76645e-11
737 17.5 sac 8.83595e-11
738 17.5 sac 7.99409e-11
739 17.5 sac 7.23245e-11
740 17.5 sac 6.54337e-11
741 17.5 sac 5.91995e-11
742 17.5 sac 5.35592e-11
743 17.5 sac 4.84563e-11
744 17.5 sac 4.38396e-11
745 17.5 sac 3.96627e-11
746 17.5 sac 3.58838e-11
747 17.5 sac 3.2465e-11
748 17.5 sac 2.93718e-11
749 17.5 sac 2.65734e-11
750 17.5 sac 2.40416e-11
751 17.5 sac 2.1751e-11
752 17.5 sac 1.96787e-11
753 17.5 sac 1.78038e-11
754 17.5 sac 1.61075e-11
755 17.5 sac 1.45728e-11
756 17.5 sac 1.31844e-11
757 17.5 sac 1.19282e-11
758 17.5 sac 1.07918e-11
486 8.75 sac 1.48358
487 8.75 sac 3.9179
488 8.75 sac 5.41813
489 8.75 sac 6.24247
490 8.75 sac 6.60692
491 8.75 sac 6.66378
492 8.75 sac 6.51999
493 8.75 sac 6.25019
494 8.75 sac 5.90613
495 8.75 sac 5.52333
496 8.75 sac 5.12582
497 8.75 sac 4.72957
498 8.75 sac 4.34486
499 8.75 sac 3.97806
500 8.75 sac 3.63279
501 8.75 sac 3.31082
502 8.75 sac 3.01266
503 8.75 sac 2.73798
504 8.75 sac 2.48597
505 8.75 sac 2.25544
506 8.75 sac 2.04508
507 8.75 sac 1.85347
508 8.75 sac 1.6792
509 8.75 sac 1.52087
510 8.75 sac 1.37716
511 8.75 sac 1.2468
512 8.75 sac 1.12862
513 8.75 sac 1.02152
514 8.75 sac 0.924506
515 8.75 sac 0.836645
516 8.75 sac 0.757092
517 8.75 sac 0.685074
518 8.75 sac 0.619884
519 8.75 sac 0.560883
520 8.75 sac 0.507486
521 8.75 sac 0.459165
522 8.75 sac 0.415439
523 8.75 sac 0.375873
524 8.75 sac 0.340072
525 8.75 sac 0.307679
526 8.75 sac 0.27837
527 8.75 sac 0.251852
528 8.75 sac 0.22786
529 8.75 sac 0.206152
530 8.75 sac 0.186512
531 8.75 sac 0.168743
532 8.75 sac 0.152667
533 8.75 sac 0.138122
534 8.75 sac 0.124963
535 8.75 sac 0.113057
536 8.75 sac 0.102286
537 8.75 sac 0.0925404
538 8.75 sac 0.0837237
539 8.75 sac 0.0757469
540 8.75 sac 0.0685301
541 8.75 sac 0.0620009
542 8.75 sac 0.0560937
543 8.75 sac 0.0507494
544 8.75 sac 0.0459142
545 8.75 sac 0.0415397
546 8.75 sac 0.037582
547 8.75 sac 0.0340013
548 8.75 sac 0.0307618
549 8.75 sac 0.0278309
550 8.75 sac 0.0251793
551 8.75 sac 0.0227804
552 8.75 sac 0.0206099
553 8.75 sac 0.0186463
554 8.75 sac 0.0168698
555 8.75 sac 0.0152625
556 8.75 sac 0.0138083
557 8.75 sac 0.0124927
558 8.75 sac 0.0113025
559 8.75 sac 0.0102256
560 8.75 sac 0.00925137
561 8.75 sac 0.00836994
562 8.75 sac 0.00757248
563 8.75 sac 0.00685101
564 8.75 sac 0.00619827
565 8.75 sac 0.00560773
566 8.75 sac 0.00507345
567 8.75 sac 0.00459007
568 8.75 sac 0.00415275
569 8.75 sac 0.00375709
570 8.75 sac 0.00339913
571 8.75 sac 0.00307528
572 8.75 sac 0.00278228
573 8.75 sac 0.00251719
574 8.75 sac 0.00227736
575 8.75 sac 0.00206039
576 8.75 sac 0.00186408
577 8.75 sac 0.00168648
578 8.75 sac 0.0015258
579 8.75 sac 0.00138043
580 8.75 sac 0.00124891
581 8.75 sac 0.00112991
582 8.75 sac 0.00102226
583 8.75 sac 0.000924864
584 8.75 sac 0.000836747
585 8.75 sac 0.000757025
586 8.75 sac 0.000684899
587 8.75 sac 0.000619645
588 8.75 sac 0.000560608
589 8.75 sac 0.000507195
590 8.75 sac 0.000458872
591 8.75 sac 0.000415152
592 8.75 sac 0.000375598
593 8.75 sac 0.000339813
594 8.75 sac 0.000307437
595 8.75 sac 0.000278146
596 8.75 sac 0.000251645
597 8.75 sac 0.000227669
598 8.75 sac 0.000205978
599 8.75 sac 0.000186353
600 8.75 sac 0.000168598
601 8.75 sac 0.000152535
602 8.75 sac 0.000138002
603 8.75 sac 0.000124854
604 8.75 sac 0.000112958
605 8.75 sac 0.000102196
606 8.75 sac 9.24592e-05
607 8.75 sac 8.36501e-05
608 8.75 sac 7.56802e-05
609 8.75 sac 6.84697e-05
610 8.75 sac 6.19462e-05
611 8.75 sac 5.60442e-05
612 8.75 sac 5.07046e-05
613 8.75 sac 4.58737e-05
614 8.75 sac 4.1503e-05
615 8.75 sac 3.75488e-05
616 8.75 sac 3.39713e-05
617 8.75 sac 3.07346e-05
618 8.75 sac 2.78064e-05
619 8.75 sac 2.51571e-05
620 8.75 sac 2.27602e-05
621 8.75 sac 2.05917e-05
622 8.75 sac 1.86298e-05
623 8.75 sac 1.68549e-05
624 8.75 sac 1.5249e-05
625 8.75 sac 1.37961e-05
626 8.75 sac 1.24817e-05
627 8.75 sac 1.12925e-05
628 8.75 sac 1.02166e-05
629 8.75 sac 9.24319e-06
630 8.75 sac 8.36254e-06
631 8.75 sac 7.56579e-06
632 8.75 sac 6.84496e-06
633 8.75 sac 6.1928e-06
634 8.75 sac 5.60277e-06
635 8.75 sac 5.06896e-06
636 8.75 sac 4.58601e-06
637 8.75 sac 4.14908e-06
638 8.75 sac 3.75377e-06
639 8.75 sac 3.39613e-06
640 8.75 sac 3.07256e-06
641 8.75 sac 2.77982e-06
642 8.75 sac 2.51497e-06
643 8.75 sac 2.27535e-06
644 8.75 sac 2.05857e-06
645 8.75 sac 1.86243e-06
646 8.75 sac 1.68499e-06
647 8.75 sac 1.52445e-06
648 8.75 sac 1.37921e-06
649 8.75 sac 1.2478e-06
650 8.75 sac 1.12892e-06
651 8.75 sac 1.02136e-06
652 8.75 sac 9.24047e-07
653 8.75 sac 8.36008e-07
654 8.75 sac 7.56356e-07
655 8.75 sac 6.84294e-07
656 8.75 sac 6.19097e-07
657 8.75 sac 5.60112e-07
658 8.75 sac 5.06747e-07
659 8.75 sac 4.58466e-07
660 8.75 sac 4.14785e-07
661 8.75 sac 3.75266e-07
662 8.75 sac 3.39513e-07
663 8.75 sac 3.07165e-07
664 8.75 sac 2.779e-07
665 8.75 sac 2.51423e-07
666 8.75 sac 2.27468e-07
667 8.75 sac 2.05796e-07
668 8.75 sac 1.86189e-07
669 8.75 sac 1.68449e-07
670 8.75 sac 1.524e-07
671 8.75 sac 1.3788e-07
672 8.75 sac 1.24743e-07
673 8.75 sac 1.12858e-07
674 8.75 sac 1.02106e-07
675 8.75 sac 9.23775e-08
676 8.75 sac 8.35761e-08
677 8.75 sac 7.56133e-08
678 8.75 sac 6.84092e-08
679 8.75 sac 6.18915e-08
680 8.75 sac 5.59947e-08
681 8.75 sac 5.06598e-08
682 8.75 sac 4.58331e-08
683 8.75 sac 4.14663e-08
684 8.75 sac 3.75156e-08
685 8.75 sac 3.39413e-08
686 8.75 sac 3.07075e-08
687 8.75 sac 2.77818e-08
688 8.75 sac 2.51349e-08
689 8.75 sac 2.27401e-08
690 8.75 sac 2.05735e-08
691 8.75 sac 1.86134e-08
692 8.75 sac 1.684e-08
693 8.75 sac 1.52355e-08
694 8.75 sac 1.37839e-08
695 8.75 sac 1.24707e-08
696 8.75 sac 1.12825e-08
697 8.75 sac 1.02076e-08
698 8.75 sac 9.23503e-09
699 8.75 sac 8.35515e-09
700 8.75 sac 7.55911e-09
701 8.75 sac 6.83891e-09
702 8.75 sac 6.18732e-09
703 8.75 sac 5.59782e-09
704 8.75 sac 5.06448e-09
705 8.75 sac 4.58196e-09
706 8.75 sac 4.14541e-09
707 8.75 sac 3.75045e-09
708 8.75 sac 3.39313e-09
709 8.75 sac 3.06984e-09
710 8.75 sac 2.77736e-09
711 8.75 sac 2.51274e-09
712 8.75 sac 2.27334e-09
713 8.75 sac 2.05675e-09
714 8.75 sac 1.86079e-09
715 8.75 sac 1.6835e-09
716 8.75 sac 1.5231e-09
717 8.75 sac 1.37799e-09
718 8.75 sac 1.2467e-09
719 8.75 sac 1.12792e-09
720 8.75 sac 1.02046e-09
721 8.75 sac 9.2323e-10
722 8.75 sac 8.35269e-10
723 8.75 sac 7.55688e-10
724 8.75 sac 6.83689e-10
725 8.75 sac 6.1855e-10
726 8.75 sac 5.59617e-10
727 8.75 sac 5.06299e-10
728 8.75 sac 4.58061e-10
729 8.75 sac 4.14419e-10
730 8.75 sac 3.74935e-10
731 8.75 sac 3.39213e-10
732 8.75 sac 3.06894e-10
733 8.75 sac 2.77654e-10
734 8.75 sac 2.512e-10
735 8.75 sac 2.27267e-10
736 8.75 sac 2.05614e-10
737 8.75 sac 1.86024e-10
738 8.75 sac 1.683e-10
739 8.75 sac 1.52265e-10
740 8.75 sac 1.37758e-10
741 8.75 sac 1.24633e-10
742 8.75 sac 1.12759e-10
743 8.75 sac 1.02015e-10
744 8.75 sac 9.22958e-11
745 8.75 sac 8.35023e-11
746 8.75 sac 7.55465e-11
747 8.75 sac 6.83488e-11
748 8.75 sac 6.18368e-11
749 8.75 sac 5.59452e-11
750 8.75 sac 5.0615e-11
751 8.75 sac 4.57926e-11
752 8.75 sac 4.14297e-11
753 8.75 sac 3.74824e-11
754 8.75 sac 3.39113e-11
755 8.75 sac 3.06803e-11
756 8.75 sac 2.77572e-11
757 8.75 sac 2.51126e-11
758 8.75 sac 2.272e-11
759 8.75 sac 2.05553e-11
760 8.75 sac 1.85969e-11
761 8.75 sac 1.68251e-11
762 8.75 sac 1.52221e-11
763 8.75 sac 1.37718e-11
764 8.75 sac 1.24596e-11
765 8.75 sac 1.12725e-11
766 8.75 sac 1.01985e-11
449 -8.75 sac 1.48358
450 -8.75 sac 2.43432
451 -8.75 sac 2.98381
452 -8.75 sac 3.25866
453 -8.75 sac 3.34826
454 -8.75 sac 3.31552
455 -8.75 sac 3.20447
456 -8.75 sac 3.04572
457 -8.75 sac 2.86041
458 -8.75 sac 2.66292
459 -8.75 sac 2.4629
460 -8.75 sac 2.26667
461 -8.75 sac 2.0782
462 -8.75 sac 1.89986
463 -8.75 sac 1.73293
464 -8.75 sac 1.57789
465 -8.75 sac 1.43476
466 -8.75 sac 1.30322
467 -8.75 sac 1.18274
468 -8.75 sac 1.0727
469 -8.75 sac 0.972384
470 -8.75 sac 0.881091
471 -8.75 sac 0.798111
472 -8.75 sac 0.722762
473 -8.75 sac 0.654396
474 -8.75 sac 0.592402
475 -8.75 sac 0.536214
476 -8.75 sac 0.485307
477 -8.75 sac 0.439199
478 -8.75 sac 0.397447
479 -8.75 sac 0.359646
480 -8.75 sac 0.325428
481 -8.75 sac 0.294456
482 -8.75 sac 0.266426
483 -8.75 sac 0.24106
484 -8.75 sac 0.218105
485 -8.75 sac 0.197334
486 -8.75 sac 0.178539
487 -8.75 sac 0.161533
488 -8.75 sac 0.146146
489 -8.75 sac 0.132224
490 -8.75 sac 0.119628
491 -8.75 sac 0.108232
492 -8.75 sac 0.0979207
493 -8.75 sac 0.0885918
494 -8.75 sac 0.0801516
495 -8.75 sac 0.0725154
496 -8.75 sac 0.0656066
497 -8.75 sac 0.0593561
498 -8.75 sac 0.053701
499 -8.75 sac 0.0485847
500 -8.75 sac 0.0439558
501 -8.75 sac 0.0397679
502 -8.75 sac 0.035979
503 -8.75 sac 0.0325511
504 -8.75 sac 0.0294498
505 -8.75 sac 0.0266439
506 -8.75 sac 0.0241054
507 -8.75 sac 0.0218088
508 -8.75 sac 0.0197309
509 -8.75 sac 0.017851
510 -8.75 sac 0.0161503
511 -8.75 sac 0.0146115
512 -8.75 sac 0.0132194
513 -8.75 sac 0.0119599
514 -8.75 sac 0.0108204
515 -8.75 sac 0.0097895
516 -8.75 sac 0.0088568
517 -8.75 sac 0.00801296
518 -8.75 sac 0.00724952
519 -8.75 sac 0.00655882
520 -8.75 sac 0.00593392
521 -8.75 sac 0.00536856
522 -8.75 sac 0.00485707
523 -8.75 sac 0.0043943
524 -8.75 sac 0.00397563
525 -8.75 sac 0.00359685
526 -8.75 sac 0.00325416
527 -8.75 sac 0.00294412
528 -8.75 sac 0.00266361
529 -8.75 sac 0.00240983
530 -8.75 sac 0.00218024
531 -8.75 sac 0.00197251
532 -8.75 sac 0.00178458
533 -8.75 sac 0.00161455
534 -8.75 sac 0.00146072
535 -8.75 sac 0.00132155
536 -8.75 sac 0.00119564
537 -8.75 sac 0.00108172
538 -8.75 sac 0.000978662
539 -8.75 sac 0.000885419
540 -8.75 sac 0.00080106
541 -8.75 sac 0.000724738
542 -8.75 sac 0.000655688
543 -8.75 sac 0.000593217
544 -8.75 sac 0.000536698
545 -8.75 sac 0.000485563
546 -8.75 sac 0.000439301
547 -8.75 sac 0.000397446
548 -8.75 sac 0.000359579
549 -8.75 sac 0.00032532
550 -8.75 sac 0.000294325
551 -8.75 sac 0.000266283
552 -8.75 sac 0.000240912
553 -8.75 sac 0.000217959
554 -8.75 sac 0.000197193
555 -8.75 sac 0.000178405
556 -8.75 sac 0.000161408
557 -8.75 sac 0.000146029
558 -8.75 sac 0.000132116
559 -8.75 sac 0.000119529
560 -8.75 sac 0.000108141
561 -8.75 sac 9.78374e-05
562 -8.75 sac 8.85158e-05
563 -8.75 sac 8.00824e-05
564 -8.75 sac 7.24525e-05
565 -8.75 sac 6.55495e-05
566 -8.75 sac 5.93042e-05
567 -8.75 sac 5.3654e-05
568 -8.75 sac 4.8542e-05
569 -8.75 sac 4.39172e-05
570 -8.75 sac 3.97329e-05
571 -8.75 sac 3.59473e-05
572 -8.75 sac 3.25224e-05
573 -8.75 sac 2.94238e-05
574 -8.75 sac 2.66204e-05
575 -8.75 sac 2.40841e-05
576 -8.75 sac 2.17895e-05
577 -8.75 sac 1.97135e-05
578 -8.75 sac 1.78353e-05
579 -8.75 sac 1.6136e-05
580 -8.75 sac 1.45986e-05
581 -8.75 sac 1.32077e-05
582 -8.75 sac 1.19494e-05
583 -8.75 sac 1.08109e-05
584 -8.75 sac 9.78085e-06
585 -8.75 sac 8.84898e-06
586 -8.75 sac 8.00588e-06
587 -8.75 sac 7.24311e-06
588 -8.75 sac 6.55302e-06
589 -8.75 sac 5.92868e-06
590 -8.75 sac 5.36382e-06
591 -8.75 sac 4.85277e-06
592 -8.75 sac 4.39042e-06
593 -8.75 sac 3.97212e-06
594 -8.75 sac 3.59367e-06
595 -8.75 sac 3.25128e-06
596 -8.75 sac 2.94151e-06
597 -8.75 sac 2.66126e-06
598 -8.75 sac 2.4077e-06
599 -8.75 sac 2.17831e-06
600 -8.75 sac 1.97077e-06
601 -8.75 sac 1.783e-06
602 -8.75 sac 1.61312e-06
603 -8.75 sac 1.45943e-06
604 -8.75 sac 1.32038e-06
605 -8.75 sac 1.19458e-06
606 -8.75 sac 1.08077e-06
607 -8.75 sac 9.77797e-07
608 -8.75 sac 8.84637e-07
609 -8.75 sac 8.00352e-07
610 -8.75 sac 7.24098e-07
611 -8.75 sac 6.55109e-07
612 -8.75 sac 5.92693e-07
613 -8.75 sac 5.36224e-07
614 -8.75 sac 4.85134e-07
615 -8.75 sac 4.38913e-07
616 -8.75 sac 3.97095e-07
617 -8.75 sac 3.59261e-07
618 -8.75 sac 3.25032e-07
619 -8.75 sac 2.94065e-07
620 -8.75 sac 2.66047e-07
621 -8.75 sac 2.407e-07
622 -8.75 sac 2.17767e-07
623 -8.75 sac 1.97019e-07
624 -8.75 sac 1.78248e-07
625 -8.75 sac 1.61265e-07
626 -8.75 sac 1.459e-07
627 -8.75 sac 1.32e-07
628 -8.75 sac 1.19423e-07
629 -8.75 sac 1.08045e-07
630 -8.75 sac 9.77509e-08
631 -8.75 sac 8.84376e-08
632 -8.75 sac 8.00116e-08
633 -8.75 sac 7.23885e-08
634 -8.75 sac 6.54916e-08
635 -8.75 sac 5.92518e-08
636 -8.75 sac 5.36066e-08
637 -8.75 sac 4.84991e-08
638 -8.75 sac 4.38783e-08
639 -8.75 sac 3.96978e-08
640 -8.75 sac 3.59156e-08
641 -8.75 sac 3.24937e-08
642 -8.75 sac 2.93978e-08
643 -8.75 sac 2.65969e-08
644 -8.75 sac 2.40629e-08
645 -8.75 sac 2.17703e-08
646 -8.75 sac 1.96961e-08
647 -8.75 sac 1.78195e-08
648 -8.75 sac 1.61217e-08
649 -8.75 sac 1.45857e-08
650 -8.75 sac 1.31961e-08
651 -8.75 sac 1.19388e-08
652 -8.75 sac 1.08013e-08
653 -8.75 sac 9.77221e-09
654 -8.75 sac 8.84115e-09
655 -8.75 sac 7.99881e-09
656 -8.75 sac 7.23671e-09
657 -8.75 sac 6.54723e-09
658 -8.75 sac 5.92344e-09
659 -8.75 sac 5.35908e-09
660 -8.75 sac 4.84848e-09
661 -8.75 sac 4.38654e-09
662 -8.75 sac 3.96861e-09
663 -8.75 sac 3.5905e-09
664 -8.75 sac 3.24841e-09
665 -8.75 sac 2.93891e-09
666 -8.75 sac 2.65891e-09
667 -8.75 sac 2.40558e-09
668 -8.75 sac 2.17638e-09
669 -8.75 sac 1.96903e-09
670 -8.75 sac 1.78143e-09
671 -8.75 sac 1.6117e-09
672 -8.75 sac 1.45814e-09
673 -8.75 sac 1.31922e-09
674 -8.75 sac 1.19353e-09
675 -8.75 sac 1.07981e-09
676 -8.75 sac 9.76933e-10
677 -8.75 sac 8.83855e-10
678 -8.75 sac 7.99645e-10
679 -8.75 sac 7.23458e-10
680 -8.75 sac 6.5453e-10
681 -8.75 sac 5.92169e-10
682 -8.75 sac 5.3575e-10
683 -8.75 sac 4.84706e-10
684 -8.75 sac 4.38525e-10
685 -8.75 sac 3.96744e-10
686 -8.75 sac 3.58944e-10
687 -8.75 sac 3.24745e-10
688 -8.75 sac 2.93805e-10
689 -8.75 sac 2.65812e-10
690 -8.75 sac 2.40487e-10
691 -8.75 sac 2.17574e-10
692 -8.75 sac 1.96845e-10
693 -8.75 sac 1.7809e-10
694 -8.75 sac 1.61122e-10
695 -8.75 sac 1.45771e-10
696 -8.75 sac 1.31883e-10
697 -8.75 sac 1.19318e-10
698 -8.75 sac 1.0795e-10
699 -8.75 sac 9.76645e-11
700 -8.75 sac 8.83595e-11
701 -8.75 sac 7.99409e-11
702 -8.75 sac 7.23245e-11
703 -8.75 sac 6.54337e-11
704 -8.75 sac 5.91995e-11
705 -8.75 sac 5.35592e-11
706 -8.75 sac 4.84563e-11
707 -8.75 sac 4.38396e-11
708 -8.75 sac 3.96627e-11
709 -8.75 sac 3.58838e-11
710 -8.75 sac 3.2465e-11
711 -8.75 sac 2.93718e-11
712 -8.75 sac 2.65734e-11
713 -8.75 sac 2.40416e-11
714 -8.75 sac 2.1751e-11
715 -8.75 sac 1.96787e-11
716 -8.75 sac 1.78038e-11
717 -8.75 sac 1.61075e-11
718 -8.75 sac 1.45728e-11
719 -8.75 sac 1.31844e-11
720 -8.75 sac 1.19282e-11
721 -8.75 sac 1.07918e-11
451 -8.75 sac 1.48358
452 -8.75 sac 2.43432
453 -8.75 sac 2.98381
454 -8.75 sac 3.25866
455 -8.75 sac 3.34826
456 -8.75 sac 3.31552
457 -8.75 sac 3.20447
458 -8.75 sac 3.04572
459 -8.75 sac 2.86041
460 -8.75 sac 2.66292
461 -8.75 sac 2.4629
462 -8.75 sac 2.26667
463 -8.75 sac 2.0782
464 -8.75 sac 1.89986
465 -8.75 sac 1.73293
466 -8.75 sac 1.57789
467 -8.75 sac 1.43476
468 -8.75 sac 1.30322
469 -8.75 sac 1.18274
470 -8.75 sac 1.0727
471 -8.75 sac 0.972384
472 -8.75 sac 0.881091
473 -8.75 sac 0.798111
474 -8.75 sac 0.722762
475 -8.75 sac 0.654396
476 -8.75 sac 0.592402
477 -8.75 sac 0.536214
478 -8.75 sac 0.485307
479 -8.75 sac 0.439199
480 -8.75 sac 0.397447
481 -8.75 sac 0.359646
482 -8.75 sac 0.325428
483 -8.75 sac 0.294456
484 -8.75 sac 0.266426
485 -8.75 sac 0.24106
486 -8.75 sac 0.218105
487 -8.75 sac 0.197334
488 -8.75 sac 0.178539
489 -8.75 sac 0.161533
490 -8.75 sac 0.146146
491 -8.75 sac 0.132224
492 -8.75 sac 0.119628
493 -8.75 sac 0.108232
494 -8.75 sac 0.0979207
495 -8.75 sac 0.0885918
496 -8.75 sac 0.0801516
497 -8.75 sac 0.0725154
498 -8.75 sac 0.0656066
499 -8.75 sac 0.0593561
500 -8.75 sac 0.053701
501 -8.75 sac 0.0485847
502 -8.75 sac 0.0439558
503 -8.75 sac 0.0397679
504 -8.75 sac 0.035979
505 -8.75 sac 0.0325511
506 -8.75 sac 0.0294498
507 -8.75 sac 0.0266439
508 -8.75 sac 0.0241054
509 -8.75 sac 0.0218088
510 -8.75 sac 0.0197309
511 -8.75 sac 0.017851
512 -8.75 sac 0.0161503
513 -8.75 sac 0.0146115
514 -8.75 sac 0.0132194
